id,ac_no,topic_id,title
32824,216,98,Bihar Elections 2025: Key issues dominate debates in Jehanabad
32825,216,35,Voter turnout expected to touch record highs in Jehanabad
32727,211,114,Political rally in Nokha draws massive crowds ahead of voting day
32728,211,-1,High stakes battle in Nokha as rival candidates file affidavits
32729,211,57,Welfare scheme execution becomes election issue in Nokha
32730,211,5,Flood protection works in Nokha inspected by state cabinet delegation
32731,211,-1,High stakes battle in Nokha as rival candidates file affidavits
32732,211,28,Bihar Elections 2025: Key issues dominate debates in Nokha
32733,211,57,Welfare scheme execution becomes election issue in Nokha
32734,211,29,Economic survey reports positive growth in Nokha assembly segment
32735,211,5,Flood protection works in Nokha inspected by state cabinet delegation
32736,211,5,Flood protection works in Nokha inspected by state cabinet delegation
32737,211,28,Bihar Elections 2025: Key issues dominate debates in Nokha
32738,211,57,Welfare scheme execution becomes election issue in Nokha
32739,212,-1,High stakes battle in Dehri as rival candidates file affidavits
32740,212,19,Political rally in Dehri draws massive crowds ahead of voting day
32741,212,38,Flood protection works in Dehri inspected by state cabinet delegation
32742,212,60,Welfare scheme execution becomes election issue in Dehri
32743,212,52,Voter turnout expected to touch record highs in Dehri
32744,212,38,Flood protection works in Dehri inspected by state cabinet delegation
32745,212,-1,Women voters of Dehri demand better primary healthcare and clean water
32746,212,52,Voter turnout expected to touch record highs in Dehri
32747,212,-1,High stakes battle in Dehri as rival candidates file affidavits
32748,212,16,Independent candidates emerge as spoilers in Dehri triangular contest
32749,212,60,Welfare scheme execution becomes election issue in Dehri
32750,212,0,Bihar Elections 2025: Key issues dominate debates in Dehri
32751,212,9,Economic survey reports positive growth in Dehri assembly segment
32752,212,19,Political rally in Dehri draws massive crowds ahead of voting day
32753,212,-1,Women voters of Dehri demand better primary healthcare and clean water
32754,212,52,Voter turnout expected to touch record highs in Dehri
32755,212,52,Voter turnout expected to touch record highs in Dehri
32756,213,-1,Economic survey reports positive growth in Karakat assembly segment
32757,213,123,High stakes battle in Karakat as rival candidates file affidavits
32758,213,31,Flood protection works in Karakat inspected by state cabinet delegation
32759,213,107,Independent candidates emerge as spoilers in Karakat triangular contest
32760,213,107,Independent candidates emerge as spoilers in Karakat triangular contest
32761,213,107,Independent candidates emerge as spoilers in Karakat triangular contest
32762,213,19,Political rally in Karakat draws massive crowds ahead of voting day
32763,213,35,Voter turnout expected to touch record highs in Karakat
32764,213,19,Political rally in Karakat draws massive crowds ahead of voting day
32765,213,123,High stakes battle in Karakat as rival candidates file affidavits
32766,213,19,Political rally in Karakat draws massive crowds ahead of voting day
32767,213,60,Welfare scheme execution becomes election issue in Karakat
32768,213,-1,Economic survey reports positive growth in Karakat assembly segment
32769,213,35,Voter turnout expected to touch record highs in Karakat
32770,213,35,Voter turnout expected to touch record highs in Karakat
32771,213,60,Welfare scheme execution becomes election issue in Karakat
32772,213,110,Women voters of Karakat demand better primary healthcare and clean water
32773,214,53,Economic survey reports positive growth in Arwal assembly segment
32774,214,56,Welfare scheme execution becomes election issue in Arwal
32775,214,-1,Political rally in Arwal draws massive crowds ahead of voting day
32776,214,-1,Independent candidates emerge as spoilers in Arwal triangular contest
32777,214,-1,Bihar Elections 2025: Key issues dominate debates in Arwal
32778,214,-1,Independent candidates emerge as spoilers in Arwal triangular contest
32779,214,56,Welfare scheme execution becomes election issue in Arwal
32780,214,-1,Political rally in Arwal draws massive crowds ahead of voting day
32781,214,128,High stakes battle in Arwal as rival candidates file affidavits
32782,214,-1,Political rally in Arwal draws massive crowds ahead of voting day
32783,214,-1,Independent candidates emerge as spoilers in Arwal triangular contest
32784,214,35,Voter turnout expected to touch record highs in Arwal
32785,214,56,Welfare scheme execution becomes election issue in Arwal
32786,214,56,Welfare scheme execution becomes election issue in Arwal
32787,214,-1,Bihar Elections 2025: Key issues dominate debates in Arwal
32788,214,128,High stakes battle in Arwal as rival candidates file affidavits
32789,214,-1,Independent candidates emerge as spoilers in Arwal triangular contest
32790,215,30,Voter turnout expected to touch record highs in Kurtha
32791,215,2,Independent candidates emerge as spoilers in Kurtha triangular contest
32792,215,4,Political rally in Kurtha draws massive crowds ahead of voting day
32793,215,4,Political rally in Kurtha draws massive crowds ahead of voting day
32794,215,60,Welfare scheme execution becomes election issue in Kurtha
32795,215,145,High stakes battle in Kurtha as rival candidates file affidavits
32796,215,2,Independent candidates emerge as spoilers in Kurtha triangular contest
32797,215,30,Voter turnout expected to touch record highs in Kurtha
32798,215,32,Flood protection works in Kurtha inspected by state cabinet delegation
32799,215,145,High stakes battle in Kurtha as rival candidates file affidavits
32800,215,60,Welfare scheme execution becomes election issue in Kurtha
32801,215,-1,Women voters of Kurtha demand better primary healthcare and clean water
32802,215,60,Welfare scheme execution becomes election issue in Kurtha
32803,215,4,Political rally in Kurtha draws massive crowds ahead of voting day
32804,215,32,Flood protection works in Kurtha inspected by state cabinet delegation
32805,215,29,Economic survey reports positive growth in Kurtha assembly segment
32806,215,8,Bihar Elections 2025: Key issues dominate debates in Kurtha
32807,215,32,Flood protection works in Kurtha inspected by state cabinet delegation
32808,215,4,Political rally in Kurtha draws massive crowds ahead of voting day
32809,215,145,High stakes battle in Kurtha as rival candidates file affidavits
32810,215,60,Welfare scheme execution becomes election issue in Kurtha
32911,220,124,Economic survey reports positive growth in Obra assembly segment
32912,220,-1,Political rally in Obra draws massive crowds ahead of voting day
32913,220,98,Bihar Elections 2025: Key issues dominate debates in Obra
32914,220,60,Welfare scheme execution becomes election issue in Obra
32826,216,116,High stakes battle in Jehanabad as rival candidates file affidavits
32827,216,4,Political rally in Jehanabad draws massive crowds ahead of voting day
32828,216,142,Women voters of Jehanabad demand better primary healthcare and clean water
32829,216,116,High stakes battle in Jehanabad as rival candidates file affidavits
32830,216,124,Economic survey reports positive growth in Jehanabad assembly segment
32831,216,142,Women voters of Jehanabad demand better primary healthcare and clean water
32832,216,116,High stakes battle in Jehanabad as rival candidates file affidavits
32833,216,4,Political rally in Jehanabad draws massive crowds ahead of voting day
32834,216,116,High stakes battle in Jehanabad as rival candidates file affidavits
32835,216,16,Independent candidates emerge as spoilers in Jehanabad triangular contest
32836,216,98,Bihar Elections 2025: Key issues dominate debates in Jehanabad
32837,216,98,Bihar Elections 2025: Key issues dominate debates in Jehanabad
32838,216,116,High stakes battle in Jehanabad as rival candidates file affidavits
32839,216,99,Welfare scheme execution becomes election issue in Jehanabad
32840,217,-1,Flood protection works in Ghosi inspected by state cabinet delegation
32841,217,-1,Flood protection works in Ghosi inspected by state cabinet delegation
32842,217,122,Voter turnout expected to touch record highs in Ghosi
32843,217,44,Economic survey reports positive growth in Ghosi assembly segment
32844,217,8,Bihar Elections 2025: Key issues dominate debates in Ghosi
32845,217,122,Voter turnout expected to touch record highs in Ghosi
32846,217,117,High stakes battle in Ghosi as rival candidates file affidavits
32847,217,44,Economic survey reports positive growth in Ghosi assembly segment
32848,217,117,High stakes battle in Ghosi as rival candidates file affidavits
32849,217,-1,Flood protection works in Ghosi inspected by state cabinet delegation
32850,217,122,Voter turnout expected to touch record highs in Ghosi
32851,217,16,Independent candidates emerge as spoilers in Ghosi triangular contest
32852,217,94,Women voters of Ghosi demand better primary healthcare and clean water
32853,217,117,High stakes battle in Ghosi as rival candidates file affidavits
32854,217,16,Independent candidates emerge as spoilers in Ghosi triangular contest
32855,217,49,Welfare scheme execution becomes election issue in Ghosi
32856,218,24,Welfare scheme execution becomes election issue in Makhdumpur
32857,218,46,Flood protection works in Makhdumpur inspected by state cabinet delegation
